HGNC ID	Approved symbol	Approved name	Previous symbols	Alias symbols	Accession numbers	RefSeq IDs
HGNC:12526	UGP1	symbol withdrawn, see [HGNC:12527](/data/gene-symbol-report/#!/hgnc_id/HGNC:12527)		UGPP1		
HGNC:12527	UGP2	UDP-glucose pyrophosphorylase 2	UGP1	UGPP1, SVUGP2		NM_006759
HGNC:12528	UGT1	symbol withdrawn, see [HGNC:12530](/data/gene-symbol-report/#!/hgnc_id/HGNC:12530)				
HGNC:12529	UGT1A	UDP glucuronosyltransferase family 1 member A complex locus	UGT1A@	UGT		NG_002601
HGNC:12530	UGT1A1	UDP glucuronosyltransferase family 1 member A1	UGT1, GNT1	UGT1A	M57899	
HGNC:12534	UGT1A2P	UDP glucuronosyltransferase family 1 member A2, pseudogene		UGT1BP	M84126	
HGNC:12535	UGT1A3	UDP glucuronosyltransferase family 1 member A3		UGT1C	M84127	NM_019093
HGNC:12536	UGT1A4	UDP glucuronosyltransferase family 1 member A4		HUG-BR2, UGT1D	M84128	NM_007120
HGNC:12537	UGT1A5	UDP glucuronosyltransferase family 1 member A5		UGT1E	M84129	NM_019078
HGNC:12538	UGT1A6	UDP glucuronosyltransferase family 1 member A6		HLUGP, GNT1, UGT1F	M84130	NM_205862
HGNC:12539	UGT1A7	UDP glucuronosyltransferase family 1 member A7		UGT1G	U39570	NM_019077
HGNC:12540	UGT1A8	UDP glucuronosyltransferase family 1 member A8		UGT1H	U42604	NM_019076
HGNC:12541	UGT1A9	UDP glucuronosyltransferase family 1 member A9		HLUGP4, LUGP4, UGT1AI	AF056188	NM_021027
HGNC:12531	UGT1A10	UDP glucuronosyltransferase family 1 member A10		UGT1J	U39550	NM_019075
HGNC:12532	UGT1A11P	UDP glucuronosyltransferase family 1 member A11, pseudogene		UGT1K	U39551	
HGNC:12533	UGT1A12P	UDP glucuronosyltransferase family 1 member A12, pseudogene		UGT1L	U39552	
HGNC:32191	UGT1A13P	UDP glucuronosyltransferase family 1 member A13, pseudogene			AF297093	
HGNC:12542	UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus			AJ006054	NM_006798
HGNC:28183	UGT2A2	UDP glucuronosyltransferase family 2 member A2				
HGNC:28528	UGT2A3	UDP glucuronosyltransferase family 2 member A3		FLJ21934		NM_024743
HGNC:39429	UGT2A3P7	UDP glucuronosyltransferase family 2 member A3 pseudogene 7				
HGNC:12553	UGT2B4	UDP glucuronosyltransferase family 2 member B4		UGT2B11	BC026264	NM_021139
HGNC:12554	UGT2B7	UDP glucuronosyltransferase family 2 member B7		UGT2B9	BC030974	NM_001074
HGNC:12544	UGT2B10	UDP glucuronosyltransferase family 2 member B10			X63359	NM_001075
HGNC:12545	UGT2B11	UDP glucuronosyltransferase family 2 member B11			AF016492	NM_001073
HGNC:12546	UGT2B15	UDP glucuronosyltransferase family 2 member B15		UGT2B8	AF180322	NM_001076
HGNC:12547	UGT2B17	UDP glucuronosyltransferase family 2 member B17			U59209	NM_001077
HGNC:12548	UGT2B24P	UDP glucuronosyltransferase family 2 member B24, pseudogene			AF179876	
HGNC:12549	UGT2B25P	UDP glucuronosyltransferase family 2 member B25, pseudogene			AF179877	
HGNC:12550	UGT2B26P	UDP glucuronosyltransferase family 2 member B26, pseudogene			AF179878	
HGNC:12551	UGT2B27P	UDP glucuronosyltransferase family 2 member B27, pseudogene			AF179879	
HGNC:13479	UGT2B28	UDP glucuronosyltransferase family 2 member B28			AF177272	NM_053039
HGNC:12552	UGT2B29P	UDP glucuronosyltransferase family 2 member B29, pseudogene			AF179880	
HGNC:12543	UGT2B@	UDP glucuronosyltransferase 2 family, polypeptide B cluster	UGT2, UGT2B			
HGNC:26625	UGT3A1	UDP glycosyltransferase family 3 member A1		FLJ34658		NM_152404
HGNC:27266	UGT3A2	UDP glycosyltransferase family 3 member A2				NM_174914
HGNC:12555	UGT8	UDP glycosyltransferase 8	CGT		AK127970	NM_003360
HGNC:19683	UHMK1	U2AF homology motif kinase 1		KIS, Kist	BC026046	NM_175866
HGNC:12556	UHRF1	ubiquitin like with PHD and ring finger domains 1		ICBP90, Np95, FLJ21925, RNF106, TDRD22	AF129507	NM_001048201
HGNC:12557	UHRF2	ubiquitin like with PHD and ring finger domains 2		RNF107, NIRF, URF2, MGC33463, TDRD23	AF274049	NM_152306
HGNC:39565	UHRF2P1	ubiquitin like with PHD and ring finger domains 2 pseudogene 1				NG_002342
HGNC:54869	UICLM	up-regulated in colorectal cancer liver metastasis		CROCC2-AS1		NR_033841
HGNC:30298	UIMC1	ubiquitin interaction motif containing 1		RAP80	AF349313	NM_016290
HGNC:14893	ULBP1	UL16 binding protein 1		RAET1I	AF304377	
HGNC:14894	ULBP2	UL16 binding protein 2		RAET1H	AF304378	
HGNC:14895	ULBP3	UL16 binding protein 3		RAET1N	AF304379	
HGNC:12558	ULK1	unc-51 like autophagy activating kinase 1		ATG1, ATG1A	AF045458	
HGNC:13480	ULK2	unc-51 like autophagy activating kinase 2		KIAA0623, Unc51.2, ATG1B	AB014523	NM_014683
HGNC:19703	ULK3	unc-51 like kinase 3		DKFZP434C131, FLJ90566	BC048289	NM_015518
HGNC:15784	ULK4	unc-51 like kinase 4		FLJ20574, REC01035, FAM7C1	AK000581	NM_017886
HGNC:41413	ULK4-IT1	ULK4 intronic transcript 1 (non-protein coding)				
HGNC:15775	ULK4P1	ULK4 pseudogene 1	FAM7A1	D-X	BC070492	XR_041690
HGNC:15776	ULK4P2	ULK4 pseudogene 2	FAM7A2	D-X		
HGNC:15777	ULK4P3	ULK4 pseudogene 3	FAM7A3	D-X	BC023564	
HGNC:48955	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	RPA3-AS1, RPA3OS		AK027125	NM_001302348
HGNC:51824	UMLILO	upstream master lncRNA of the inflammatory chemokine locus				
HGNC:12559	UMOD	uromodulin			M17778	
HGNC:12560	UMODL1	uromodulin like 1				
HGNC:23821	UMODL1-AS1	UMODL1 antisense RNA 1	C21orf128	FLJ33471		NR_027243
HGNC:12561	UMPH2	symbol withdrawn, see [HGNC:17144](/data/gene-symbol-report/#!/hgnc_id/HGNC:17144)				
HGNC:12563	UMPS	uridine monophosphate synthetase				NM_000373
HGNC:12564	UMS	symbol withdrawn, see [HGNC:11602](/data/gene-symbol-report/#!/hgnc_id/HGNC:11602)				
HGNC:12567	UNC5A	unc-5 netrin receptor A		KIAA1976, UNC5H1	AB075856	NM_133369
HGNC:12568	UNC5B	unc-5 netrin receptor B		UNC5H2, p53RDL1	AB096256	NM_170744
HGNC:45096	UNC5B-AS1	UNC5B antisense RNA 1		UASR1, TP53LC05		NR_038453
HGNC:12569	UNC5C	unc-5 netrin receptor C			AF055634	NM_003728
HGNC:55246	UNC5C-AS1	UNC5C antisense RNA 1				
HGNC:21203	UNC5CL	unc-5 family C-terminal like		MGC34763, ZUD	BC035284	NM_173561
HGNC:18634	UNC5D	unc-5 netrin receptor D		KIAA1777, Unc5h4	AB055056	
HGNC:23150	UNC13A	unc-13 homolog A		KIAA1032, Munc13-1	AB028955	NM_001080421
HGNC:12566	UNC13B	unc-13 homolog B	UNC13	hmunc13, Unc13h2, Munc13-2	AF020202	NM_006377
HGNC:23149	UNC13C	unc-13 homolog C		Munc13-3, DKFZp547H074	AK091491	NM_173166
HGNC:23147	UNC13D	unc-13 homolog D		Munc13-4	AK024474	NM_199242
HGNC:30594	UNC45A	unc-45 myosin chaperone A		SMAP-1, GC-UNC45		NM_018671
HGNC:14304	UNC45B	unc-45 myosin chaperone B	CMYA4	UNC45	AW755253	NM_173167
HGNC:16046	UNC50	unc-50 inner nuclear membrane RNA binding protein		URP, UNCL, GMH1		NM_014044
HGNC:19966	UNC79	unc-79 homolog, NALCN channel complex subunit	KIAA1409		AB037830	NM_020818
HGNC:26582	UNC80	unc-80 homolog, NALCN channel complex subunit	C2orf21	FLJ33496, KIAA1843, UNC-80	AK090815	NM_182587
HGNC:12570	UNC93A	unc-93 homolog A		dJ366N23.2, dJ366N23.1	AJ508812	NM_018974
HGNC:13481	UNC93B1	unc-93 homolog B1, TLR signaling regulator		UNC93	AJ271326	NM_030930
HGNC:13482	UNC93B2	unc-93 homolog B2 (pseudogene)		UNC93B2P		
HGNC:13483	UNC93B3	unc-93 homolog B3 (pseudogene)		UNC93B3P		XR_016294
HGNC:13484	UNC93B4	unc-93 homolog B4 (pseudogene)				XR_016363
HGNC:34051	UNC93B5	unc-93 homolog B5 (pseudogene)				
HGNC:34053	UNC93B6	unc-93 homolog B6 (pseudogene)				NG_009705.1
HGNC:44036	UNC93B7	unc-93 homolog B7 (pseudogene)				
HGNC:44037	UNC93B8	unc-93 homolog B8 (pseudogene)				
HGNC:12565	UNC119	unc-119 lipid binding chaperone		HRG4, POC7, POC7A	U40998	
HGNC:16488	UNC119B	unc-119 lipid binding chaperone B		MGC5139, POC7B		NM_001080533
HGNC:33194	UNCX	UNC homeobox		Uncx4.1		NM_001080461
HGNC:12571	UND	symbol withdrawn, see [HGNC:2191](/data/gene-symbol-report/#!/hgnc_id/HGNC:2191)				
HGNC:12572	UNG	uracil DNA glycosylase	DGU	UDG, UNG1, UNG2, HIGM4	A64377	NM_080911
HGNC:18579	UNGP1	uracil-DNA glycosylase pseudogene 1			X92985	
HGNC:18580	UNGP2	uracil-DNA glycosylase pseudogene 2			X92986	
HGNC:20036	UNGP3	uracil-DNA glycosylase pseudogene 3				
HGNC:29369	UNK	unk zinc finger	ZC3HDC5, ZC3H5	KIAA1753	AB051540	NM_001080419
HGNC:14184	UNKL	unk like zinc finger	C16orf28	ZC3HDC5L, ZC3H5L, FLJ23360	BC011924	NM_001037125
HGNC:58300	UNKL-AS1	UNKL antisense RNA 1				
HGNC:12573	UNP	symbol withdrawn, see [HGNC:12627](/data/gene-symbol-report/#!/hgnc_id/HGNC:12627)				
HGNC:12574	UNR	symbol withdrawn, see [HGNC:7965](/data/gene-symbol-report/#!/hgnc_id/HGNC:7965)				
HGNC:12575	UOX	urate oxidase (pseudogene)		UOXP	AB074093	NR_003927
HGNC:16297	UPB1	beta-ureidopropionase 1		BUP1	AB013885	
HGNC:9962	UPF1	UPF1 RNA helicase and ATPase	RENT1	HUPF1, KIAA0221, NORF1, pNORF1, smg-2	AF074016	NM_002911
HGNC:17854	UPF2	UPF2 regulator of nonsense mediated mRNA decay		RENT2, DKFZP434D222, KIAA1408, smg-3	AB037829	
HGNC:20332	UPF3A	UPF3A regulator of nonsense mediated mRNA decay		RENT3A, UPF3, HUPF3A	AF318575	
HGNC:30568	UPF3AP1	UPF3A pseudogene 1				NG_001548
HGNC:30567	UPF3AP2	UPF3A pseudogene 2				NG_001546
HGNC:38395	UPF3AP3	UPF3A pseudogene 3				
HGNC:20439	UPF3B	UPF3B regulator of nonsense mediated mRNA decay	MRX62, UPF3BP1, UPF3BP2, UPF3BP3	RENT3B, UPF3X, HUPF3B, MRX82	AF318576	NM_080632
HGNC:51563	UPF3BP1	symbol withdrawn, see [HGNC:20439](/data/gene-symbol-report/#!/hgnc_id/HGNC:20439)				
HGNC:51564	UPF3BP2	symbol withdrawn, see [HGNC:20439](/data/gene-symbol-report/#!/hgnc_id/HGNC:20439)				
HGNC:51565	UPF3BP3	symbol withdrawn, see [HGNC:20439](/data/gene-symbol-report/#!/hgnc_id/HGNC:20439)				
HGNC:51566	UPF3BP4	UPF3B pseudogene 4				
HGNC:12577	UPK1A	uroplakin 1A		TSPAN21	AF085807	
HGNC:40603	UPK1A-AS1	UPK1A antisense RNA 1			BC007817	
HGNC:12578	UPK1B	uroplakin 1B	UPK1	TSPAN20	AF082888	
HGNC:12579	UPK2	uroplakin 2		UP2, UPII, MGC138598	Y13645	NM_006760
HGNC:12580	UPK3A	uroplakin 3A	UPK3		AB010637	NM_006953
HGNC:21444	UPK3B	uroplakin 3B		MGC10902, p35, UPIIIb, FLJ32198	BC004304	NM_030570
HGNC:37278	UPK3BL1	uroplakin 3B like 1	UPK3BL	UPLP	EU341824	NM_001114403
HGNC:53444	UPK3BL2	uroplakin 3B like 2				
HGNC:55757	UPK3BL3P	uroplakin 3B like 3, pseudogene				
HGNC:42353	UPK3BP1	uroplakin 3B pseudogene 1				
HGNC:12576	UPP1	uridine phosphorylase 1	UP	UPASE, UPP, UDRPASE	AK096167	NM_003364
HGNC:23061	UPP2	uridine phosphorylase 2		UPASE2, UP2, UDRPASE2	AY225131	NM_173355
HGNC:41467	UPP2-IT1	UPP2 intronic transcript 1				
HGNC:28334	UPRT	uracil phosphoribosyltransferase homolog		DKFZp781E1243, MGC23937, FUR1, RP11-311P8.3	BC015116	NM_145052
HGNC:12581	UQBP	symbol withdrawn, see [HGNC:12582](/data/gene-symbol-report/#!/hgnc_id/HGNC:12582)				
HGNC:15891	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	C20orf44, UQCC	FLJ10850, CBP3, BFZB	AK001712	NM_018244
HGNC:21237	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	C6orf125, MNF1	MGC14833, bA6B20.2, M19, Cbp6		NM_032340
HGNC:34399	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	C11orf83	UNQ655	AY358935, BC090057	NM_001085372
HGNC:27558	UQCC4	ubiquinol-cytochrome c reductase complex assembly factor 4	C16orf91	gs103, CCSMST1, URLC5	BC023590	NM_001010878
HGNC:37257	UQCC5	ubiquinol-cytochrome c reductase complex assembly factor 5	C3orf78, SMIM4		AK095910	NM_001124767
HGNC:34450	UQCC6	ubiquinol-cytochrome c reductase complex assembly factor 6	C12orf73	FLJ13975, DKFZp547P055, BR	AK024037	NM_001135570
HGNC:30863	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X		HSPC051, UCRC, QCR9, UCCR7.2	AB028598	NM_013387
HGNC:54960	UQCR10P1	UQCR10 pseudogene 1				NG_027713
HGNC:30862	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	UQCR	QCR10	D55636	NM_006830
HGNC:12582	UQCRB	ubiquinol-cytochrome c reductase binding protein	UQBP	QP-C, QCR7, UQCR6	X13585	NM_006294
HGNC:55521	UQCRB-AS1	UQCRB antisense RNA 1				
HGNC:12583	UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1				
HGNC:12584	UQCRBP2	ubiquinol-cytochrome c reductase binding protein pseudogene 2				
HGNC:39033	UQCRBP3	ubiquinol-cytochrome c reductase binding protein pseudogene 3				
HGNC:12585	UQCRC1	ubiquinol-cytochrome c reductase core protein 1		D3S3191, QCR1, UQCR1	BC009586	NM_003365
HGNC:12586	UQCRC2	ubiquinol-cytochrome c reductase core protein 2		QCR2, UQCR2	J04973	NM_003366
HGNC:44309	UQCRC2P1	ubiquinol-cytochrome c reductase core protein 2 pseudogene 1				
HGNC:12587	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1		RIS1, RIP1, UQCR5, RISP	BC010035	NM_006003
HGNC:55295	UQCRFS1-DT	UQCRFS1 divergent transcript				
HGNC:12588	UQCRFS1P1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1	UQCRFSL1			NG_009458
HGNC:39172	UQCRFS1P2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2				NG_009734
HGNC:39173	UQCRFS1P3	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3				NG_022295
HGNC:12589	UQCRFSL2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide-like 2				
HGNC:12590	UQCRH	ubiquinol-cytochrome c reductase hinge protein		QCR6, UQCR8	BC001934	NM_006004
HGNC:51714	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like				
HGNC:31341	UQCRHP1	ubiquinol-cytochrome c reductase hinge protein pseudogene 1	UQCRHP5	Em:AF129756.18		
HGNC:38045	UQCRHP2	ubiquinol-cytochrome c reductase hinge protein pseudogene 2				
HGNC:38046	UQCRHP3	ubiquinol-cytochrome c reductase hinge protein pseudogene 3				
HGNC:38047	UQCRHP4	ubiquinol-cytochrome c reductase hinge protein pseudogene 4				
HGNC:38048	UQCRHP5	symbol withdrawn, see [HGNC:31341](/data/gene-symbol-report/#!/hgnc_id/HGNC:31341)				
HGNC:29594	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII		QP-C, QCR8, UQCR7	BC001390	NM_014402
HGNC:17785	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	PRHOXNB			
HGNC:43695	URAHP	urate (hydroxyiso-) hydrolase, pseudogene		URAH		
HGNC:17344	URB1	URB1 ribosome biogenesis homolog	C21orf108	KIAA0539, NPA1	AB011111	NM_014825
HGNC:23128	URB1-AS1	URB1 antisense RNA 1 (head to head)	C21orf119	PRED84, MGC14136	BC007928	NR_026845
HGNC:28967	URB2	URB2 ribosome biogenesis homolog	KIAA0133	NPA2, NET10	D50923	NM_014777
HGNC:30890	URGCP	upregulator of cell proliferation		URG4, KIAA1507, FLJ20654, DKFZp666G166, DKFZp686O0457		NM_001077664
HGNC:49188	URGCP-MRPS24	URGCP-MRPS24 readthrough				
HGNC:13236	URI1	URI1 prefoldin like chaperone	C19orf2	RMP, NNX3, FLJ10575, URI, PPP1R19	AF091095	NM_134447
HGNC:28378	URM1	ubiquitin related modifier 1	C9orf74	MGC2668	AK097029	NM_030914
HGNC:26444	UROC1	urocanate hydratase 1		FLJ31300, HMFN0320	AK055862	NM_144639
HGNC:12591	UROD	uroporphyrinogen decarboxylase			BC001778	NM_000374
HGNC:12592	UROS	uroporphyrinogen III synthase			J03824	NM_000375
HGNC:25792	USB1	U6 snRNA biogenesis phosphodiesterase 1	C16orf57	FLJ13154, HVSL1, Mpn1	AK023216	NM_024598
HGNC:30882	USE1	unconventional SNARE in the ER 1		p31, SLT1, MDS032, D12	AF220052	NM_018467
HGNC:12593	USF1	upstream transcription factor 1		UEF, MLTFI, bHLHb11	BC035505	NM_007122
HGNC:23773	USF1P1	upstream transcription factor 1 pseudogene 1	USF1P			NG_007657
HGNC:12594	USF2	upstream transcription factor 2, c-fos interacting		FIP, bHLHb12	AY007087	NM_003367
HGNC:30494	USF3	upstream transcription factor family member 3	KIAA2018		AB095938	NM_001009899
HGNC:12595	USH1A	Usher syndrome 1A (autosomal recessive, severe)	USH1			
HGNC:12596	USH1B	symbol withdrawn, see [HGNC:7606](/data/gene-symbol-report/#!/hgnc_id/HGNC:7606)				
HGNC:12597	USH1C	USH1 protein network component harmonin	DFNB18	PDZ73, harmonin, NY-CO-37, NY-CO-38, PDZ-73, AIE-75, PDZD7C	AB006955	NM_005709
HGNC:12598	USH1D	symbol withdrawn, see [HGNC:13733](/data/gene-symbol-report/#!/hgnc_id/HGNC:13733)				
HGNC:12599	USH1E	Usher syndrome 1E (autosomal recessive, severe)				
HGNC:12600	USH1F	symbol withdrawn, see [HGNC:14674](/data/gene-symbol-report/#!/hgnc_id/HGNC:14674)				
HGNC:16356	USH1G	USH1 protein network component sans		Sans, FLJ33924, ANKS4A	AK091243	NM_173477
HGNC:22433	USH1H	Usher syndrome 1H (autosomal recessive)				
HGNC:37650	USH1J	symbol withdrawn, see [HGNC:24579](/data/gene-symbol-report/#!/hgnc_id/HGNC:24579)				
HGNC:43724	USH1K	Usher syndrome 1K (autosomal recessive)				
HGNC:12601	USH2A	usherin	USH2	RP39	AF055580	NM_007123
HGNC:40606	USH2A-AS1	USH2A antisense RNA 1				
HGNC:40605	USH2A-AS2	USH2A antisense RNA 2				NR_125992
HGNC:12602	USH2B	Usher syndrome 2B (autosomal recessive, mild)				
HGNC:12603	USH2C	symbol withdrawn, see [HGNC:17416](/data/gene-symbol-report/#!/hgnc_id/HGNC:17416)		USH2B		
HGNC:12604	USH3	symbol withdrawn, see [HGNC:12605](/data/gene-symbol-report/#!/hgnc_id/HGNC:12605)				
HGNC:12606	USH3B	symbol withdrawn, see [HGNC:4816](/data/gene-symbol-report/#!/hgnc_id/HGNC:4816)				
HGNC:24058	USHBP1	USH1 protein network component harmonin binding protein 1		MCC2, AIEBP, FLJ38709	AK096028	NM_031941
HGNC:30904	USO1	USO1 vesicle transport factor		TAP, VDP, p115	AL832010	NM_003715
HGNC:12607	USP1	ubiquitin specific peptidase 1				NM_001017415
HGNC:12618	USP2	ubiquitin specific peptidase 2		UBP41	AF079564	NM_171997
HGNC:48673	USP2-AS1	USP2 antisense RNA 1		THY1-AS1, gLINC		
HGNC:12626	USP3	ubiquitin specific peptidase 3			AF073344	
HGNC:44140	USP3-AS1	USP3 antisense RNA 1			AK093077	NR_034080
HGNC:14538	USP3L	symbol withdrawn, see [HGNC:12621](/data/gene-symbol-report/#!/hgnc_id/HGNC:12621)		KIAA1063		
HGNC:12627	USP4	ubiquitin specific peptidase 4	UNP	Unph	U20657	NM_199443
HGNC:12628	USP5	ubiquitin specific peptidase 5		IsoT	U35116	
HGNC:12629	USP6	ubiquitin specific peptidase 6	HRP1, TRESMCR	Tre-2, TRE17, Tre2	X63547	NM_004505
HGNC:16858	USP6NL	USP6 N-terminal like	USP6NL-IT1	RNTRE, KIAA0019, TRE2NL, RN-tre	BC010351	NM_014688
HGNC:55251	USP6NL-AS1	USP6NL antisense RNA 1				NR_160647
HGNC:44704	USP6NL-IT1	symbol withdrawn, see [HGNC:16858](/data/gene-symbol-report/#!/hgnc_id/HGNC:16858)				
HGNC:12630	USP7	ubiquitin specific peptidase 7	HAUSP		Z72499	
HGNC:55379	USP7-AS1	USP7 antisense RNA 1				
HGNC:12631	USP8	ubiquitin specific peptidase 8		HumORF8, KIAA0055, UBPY, SPG59	D29956	NM_005154
HGNC:13987	USP8P1	USP8 pseudogene 1	USP8P	KIAA0055-hom, D84394.7		
HGNC:54601	USP8P2	USP8 pseudogene 2				NG_023618
HGNC:12632	USP9X	ubiquitin specific peptidase 9 X-linked		DFFRX, FAF, FAF-X, MRX99	X98296	NM_004652
HGNC:12633	USP9Y	ubiquitin specific peptidase 9 Y-linked		DFFRY, FAF-Y, AZFA	Y13618	NM_004654
HGNC:31741	USP9YP1	USP9Y pseudogene 1				NG_003171
HGNC:31742	USP9YP2	USP9Y pseudogene 2				NG_003172
HGNC:37739	USP9YP3	USP9Y pseudogene 3				
HGNC:37740	USP9YP4	USP9Y pseudogene 4				NG_003168
HGNC:38418	USP9YP5	USP9Y pseudogene 5				
HGNC:38078	USP9YP6	USP9Y pseudogene 6	CDY24P			
HGNC:38079	USP9YP7	USP9Y pseudogene 7				
HGNC:38424	USP9YP8	USP9Y pseudogene 8				
HGNC:38435	USP9YP9	USP9Y pseudogene 9				
HGNC:38454	USP9YP10	USP9Y pseudogene 10				
HGNC:38460	USP9YP11	USP9Y pseudogene 11				
HGNC:38720	USP9YP12	USP9Y pseudogene 12				
HGNC:38721	USP9YP13	USP9Y pseudogene 13				
HGNC:38748	USP9YP14	USP9Y pseudogene 14				
HGNC:38751	USP9YP15	USP9Y pseudogene 15				
HGNC:38752	USP9YP16	USP9Y pseudogene 16				
HGNC:38753	USP9YP17	USP9Y pseudogene 17				
HGNC:38754	USP9YP18	USP9Y pseudogene 18				
HGNC:38755	USP9YP19	USP9Y pseudogene 19				
HGNC:38767	USP9YP20	USP9Y pseudogene 20				
HGNC:38757	USP9YP21	USP9Y pseudogene 21				
HGNC:38758	USP9YP22	USP9Y pseudogene 22				
HGNC:38759	USP9YP23	USP9Y pseudogene 23				
HGNC:38760	USP9YP24	USP9Y pseudogene 24				
HGNC:38761	USP9YP25	USP9Y pseudogene 25				
HGNC:38762	USP9YP26	USP9Y pseudogene 26				
HGNC:38763	USP9YP27	USP9Y pseudogene 27				
HGNC:38764	USP9YP28	USP9Y pseudogene 28				
HGNC:38765	USP9YP29	USP9Y pseudogene 29				
HGNC:38766	USP9YP30	USP9Y pseudogene 30				
HGNC:38775	USP9YP31	USP9Y pseudogene 31				
HGNC:38776	USP9YP32	USP9Y pseudogene 32				
HGNC:38777	USP9YP33	USP9Y pseudogene 33				
HGNC:38778	USP9YP34	USP9Y pseudogene 34				
HGNC:38779	USP9YP35	USP9Y pseudogene 35				
HGNC:38780	USP9YP36	USP9Y pseudogene 36				
HGNC:12608	USP10	ubiquitin specific peptidase 10		UBPO, KIAA0190	D80012	
HGNC:31752	USP10P1	USP10 pseudogene 1				NG_005813
HGNC:33272	USP10P2	USP10 pseudogene 2				NG_005812
HGNC:56965	USP10P3	USP10 pseudogene 3				NG_005814
HGNC:12609	USP11	ubiquitin specific peptidase 11		UHX1	U44839	NM_004651
HGNC:20485	USP12	ubiquitin specific peptidase 12	USP12L1		AL049221	NM_182488
HGNC:39961	USP12-AS1	USP12 antisense RNA 1	USP12-DT	USP12-AS2		
HGNC:39962	USP12-DT	symbol withdrawn, see [HGNC:39961](/data/gene-symbol-report/#!/hgnc_id/HGNC:39961)	USP12-AS2			
HGNC:12610	USP12P1	USP12 pseudogene 1	UBH1, USP12		AF022789	NG_002822
HGNC:54575	USP12P2	USP12 pseudogene 2				NG_021527
HGNC:54576	USP12P3	USP12 pseudogene 3				NG_023815
HGNC:21410	USP12PX	USP12 pseudogene X-linked	USP12P2			NG_002823
HGNC:23195	USP12PY	USP12 pseudogene Y-linked	USP12P3			NG_002824
HGNC:12611	USP13	ubiquitin specific peptidase 13		IsoT-3	U75362	
HGNC:12612	USP14	ubiquitin specific peptidase 14		TGT, Ubp6	U30888	NM_005151
HGNC:12613	USP15	ubiquitin specific peptidase 15		KIAA0529, UNPH4	AB011101	NM_006313
HGNC:12614	USP16	ubiquitin specific peptidase 16		Ubp-M	AF126736	
HGNC:37182	USP17L1	ubiquitin specific peptidase 17 like family member 1	USP17L1P			NM_001256873
HGNC:34434	USP17L2	ubiquitin specific peptidase 17 like family member 2		DUB3	BC156290	NM_201402
HGNC:37175	USP17L3	ubiquitin specific peptidase 17 like family member 3		USP17B, USP17F		NM_001256871
HGNC:37176	USP17L4	ubiquitin specific peptidase 17 like family member 4				NM_001256874
HGNC:37177	USP17L5	ubiquitin specific peptidase 17 like family member 5				NM_001242329
HGNC:37179	USP17L6P	ubiquitin specific peptidase 17 like family member 6, pseudogene		DUB4, vDUB4, USP17L6		NR_027279
HGNC:37180	USP17L7	ubiquitin specific peptidase 17 like family member 7				NM_001256869
HGNC:37181	USP17L8	ubiquitin specific peptidase 17 like family member 8				NM_001256872
HGNC:12615	USP17L9P	ubiquitin specific peptidase 17 like family member 9, pseudogene	USP17	RS447	D38378	
HGNC:44438	USP17L10	ubiquitin specific peptidase 17 like family member 10				NM_001256852
HGNC:44439	USP17L11	ubiquitin specific peptidase 17 like family member 11				NM_001256854
HGNC:44440	USP17L12	ubiquitin specific peptidase 17 like family member 12				NM_001256853
HGNC:44441	USP17L13	ubiquitin specific peptidase 17 like family member 13				NM_001256855
HGNC:44442	USP17L14P	ubiquitin specific peptidase 17 like family member 14, pseudogene				NG_022047
HGNC:44443	USP17L15	ubiquitin specific peptidase 17 like family member 15				NM_001256894
HGNC:44444	USP17L16P	ubiquitin specific peptidase 17 like family member 16, pseudogene				
HGNC:44445	USP17L17	ubiquitin specific peptidase 17 like family member 17				NM_001256857
HGNC:44446	USP17L18	ubiquitin specific peptidase 17 like family member 18				NM_001256859
HGNC:44447	USP17L19	ubiquitin specific peptidase 17 like family member 19				NM_001256860
HGNC:44448	USP17L20	ubiquitin specific peptidase 17 like family member 20				NM_001256861
HGNC:44449	USP17L21	ubiquitin specific peptidase 17 like family member 21				NM_001256862
HGNC:44450	USP17L22	ubiquitin specific peptidase 17 like family member 22				NM_001256863
HGNC:44451	USP17L23	ubiquitin specific peptidase 17 like family member 23				
HGNC:44453	USP17L24	ubiquitin specific peptidase 17 like family member 24				NM_001242327
